Source,Organization,Job Title,Location,Posted,Applicants Hired,Seniority Level,Employment Type,Job Function,Industry
https://br.linkedin.com/jobs/view/desenvolvedor-de-back-end-java-at-azship-intelig%C3%AAncia-log%C3%ADstica-2491521917?refId=4ab2145e-e429-4cd6-843b-aa8a287a3316&trackingId=2HX1RTzKX6Hhbsd7eRbrHA%3D%3D&position=1&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,AZShip - Inteligência Logística,Desenvolvedor de Back-end - JAVA,Uberlândia. MG,Há 3 dias,25+ Applicants,Assistente,Tempo integral,Engenharia,Tecnologia da informação
https://br.linkedin.com/jobs/view/desenvolvedor-a-java-%2B-aws-at-everis-2496865435?refId=4ab2145e-e429-4cd6-843b-aa8a287a3316&trackingId=skTqeHHQDkYeh8p0JAggWw%3D%3D&position=2&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Everis,Desenvolvedor (a) JAVA + AWS,Uberlândia. MG,Há 35 minutos,25+ Applicants,Assistente,Tempo integral,Engenharia,Tecnologia da informação
https://br.linkedin.com/jobs/view/backend-developer-java-at-social-bank-2388911755?refId=4ab2145e-e429-4cd6-843b-aa8a287a3316&trackingId=R4gwxir7V480Xi7C9Ho86Q%3D%3D&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Social Bank,Backend Developer - JAVA,Uberlândia. MG,Há 3 meses,30 Applicants,Não aplicável,Tempo integral,Engenharia,Tecnologia da informação
https://br.linkedin.com/jobs/view/desenvolvedor-java-at-kyros-2495496216?refId=4ab2145e-e429-4cd6-843b-aa8a287a3316&trackingId=ZZwp0%2FSGJQB8AarYgxmLDg%3D%3D&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Kyros,Desenvolvedor Java,Uberlândia. MG,Há 6 dias,25+ Applicants,Assistente,Tempo integral,Engenharia,Tecnologia da informação
https://br.linkedin.com/jobs/view/desenvolvedor-a-java-at-ene-solu%C3%A7%C3%B5es-2495475876?refId=4ab2145e-e429-4cd6-843b-aa8a287a3316&trackingId=U3%2Fa3t64EJvLu8ihtVucJg%3D%3D&position=5&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Ene Soluções,Desenvolvedor(A) Java,Uberlândia. MG,Há 1 semana,25+ Applicants,Assistente,Tempo integral,Engenharia,Tecnologia da informação
https://br.linkedin.com/jobs/view/desenvolvedor-a-full-stack-at-ene-solu%C3%A7%C3%B5es-2495465430?refId=4ab2145e-e429-4cd6-843b-aa8a287a3316&trackingId=155OtPR0B5eqjEbyDYqjEQ%3D%3D&position=6&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Ene Soluções,Desenvolvedor(A) Full Stack,Uberlândia. MG,Há 6 dias,25+ Applicants,Assistente,Tempo integral,Engenharia,Tecnologia da informação
https://br.linkedin.com/jobs/view/desenvolvedor-back-end-at-grupo-selpe-2495473860?refId=4ab2145e-e429-4cd6-843b-aa8a287a3316&trackingId=8xAGWWYMj1ByESrdM%2BVD3w%3D%3D&position=7&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Grupo Selpe,Desenvolvedor Back-End,Uberlândia. MG,Há 1 semana,25+ Applicants,Assistente,Tempo integral,Engenharia,Tecnologia da informação
https://br.linkedin.com/jobs/view/desenvolvedor-a-full-stack-at-sankhya-gest%C3%A3o-de-neg%C3%B3cios-2353667355?refId=4ab2145e-e429-4cd6-843b-aa8a287a3316&trackingId=H%2FfYXVgq1KMNIKmoPq8tnw%3D%3D&position=8&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Sankhya Gestão de Negócios,Desenvolvedor (a) Full Stack,Uberlândia. MG,Há 4 meses,34 Applicants,Não aplicável,Tempo integral,Engenharia,Tecnologia da informação
https://br.linkedin.com/jobs/view/desenvolvedor-a-java-uberl%C3%A2ndia-at-everis-2493855954?refId=4ab2145e-e429-4cd6-843b-aa8a287a3316&trackingId=NkNeUw0usI7R%2B%2F5t2krBdg%3D%3D&position=9&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,everis,Desenvolvedor (a) java | uberlândia,Uberlândia. MG,Há 2 dias,25+ Applicants,Assistente,Tempo integral,Engenharia,Tecnologia da informação
https://br.linkedin.com/jobs/view/desenvolvedor-backend-pleno-at-code-tecnologia-2323011284?refId=4ab2145e-e429-4cd6-843b-aa8a287a3316&trackingId=SXqbr%2FYJwJmINHsBibMkvw%3D%3D&position=10&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Code Tecnologia,Desenvolvedor Backend Pleno,Uberlândia. MG,Há 2 semanas,25+ Applicants,Assistente,Tempo integral,Engenharia,Tecnologia da informação
https://br.linkedin.com/jobs/view/desenvolvedor-a-full-stack-at-ene-solu%C3%A7%C3%B5es-2412398765?refId=4ab2145e-e429-4cd6-843b-aa8a287a3316&trackingId=b4AAbzHba%2BQ%2FlPIGNRP1HA%3D%3D&position=11&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Ene Soluções,Desenvolvedor(a) Full Stack,Uberlândia. MG,Há 3 meses,25+ Applicants,Assistente,Tempo integral,Engenharia,Tecnologia da informação
https://br.linkedin.com/jobs/view/desenvolvedor-back-end-at-grupo-selpe-2330310081?refId=4ab2145e-e429-4cd6-843b-aa8a287a3316&trackingId=sWjunBe5vEvYZ9k7Px%2BHxg%3D%3D&position=12&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Grupo Selpe,Desenvolvedor Back-end,Uberlândia. MG,Há 4 meses,25+ Applicants,Assistente,Tempo integral,Engenharia,Tecnologia da informação
https://br.linkedin.com/jobs/view/desenvolvedor-de-sistemas-at-hummanos-consultoria-rh-2449132045?refId=4ab2145e-e429-4cd6-843b-aa8a287a3316&trackingId=Q%2Bh67QgVX%2FvfaXzGGdfbXA%3D%3D&position=13&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Hummanos Consultoria RH,Desenvolvedor de Sistemas,Uberlândia. MG,Há 1 mês,25+ Applicants,Assistente,Tempo integral,Engenharia,Tecnologia da informação
https://br.linkedin.com/jobs/view/desenvolvedor-full-stack-java-sr-uberl%C3%A2ndia-home-office-at-sankhya-gest%C3%A3o-de-neg%C3%B3cios-2484062587?refId=4ab2145e-e429-4cd6-843b-aa8a287a3316&trackingId=J7MHm7fr9fWQllgGFpKVog%3D%3D&position=14&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Sankhya Gestão de Negócios,Desenvolvedor Full Stack Java Sr (Uberlândia/Home office),Uberlândia. MG,Há 1 semana,25+ Applicants,Não aplicável,Tempo integral,Engenharia,Tecnologia da informação
https://br.linkedin.com/jobs/view/desenvolvedor-java-pleno-at-kyros-2495469862?refId=4ab2145e-e429-4cd6-843b-aa8a287a3316&trackingId=xnK%2F2THbt4Md8FYODgcLOg%3D%3D&position=15&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Kyros,Desenvolvedor Java Pleno,Uberlândia. MG,Há 1 semana,25+ Applicants,Assistente,Tempo integral,Engenharia,Tecnologia da informação
https://br.linkedin.com/jobs/view/professor-a-full-stack-java-at-zup-innovation-2495152901?refId=4ab2145e-e429-4cd6-843b-aa8a287a3316&trackingId=Z7QkyJZ7sf%2BZnc6J%2FmKTWg%3D%3D&position=16&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Zup Innovation,Professor(a) Full Stack Java,Uberlândia. MG,Há 1 semana,25+ Applicants,Assistente,Tempo integral,Educação,Treinamento
https://br.linkedin.com/jobs/view/desenvolvedor-deviii-at-vagas-tribanco-2478247707?refId=4ab2145e-e429-4cd6-843b-aa8a287a3316&trackingId=QEwCHzUqqhF1lZVubRiK7g%3D%3D&position=17&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Vagas Tribanco,Desenvolvedor (DEVIII),Uberlândia. MG,Há 4 semanas,25+ Applicants,Assistente,Tempo integral,Engenharia,Tecnologia da informação
https://br.linkedin.com/jobs/view/desenvolvedor-deviii-at-tribanco-2453708224?refId=4ab2145e-e429-4cd6-843b-aa8a287a3316&trackingId=geN8cgUF6uo7dmPRLn3c7w%3D%3D&position=18&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Tribanco,Desenvolvedor (DEVIII),Uberlândia. MG,Há 1 mês,25+ Applicants,Não aplicável,Tempo integral,Engenharia,Tecnologia da informação
https://br.linkedin.com/jobs/view/desenvolvedor-at-desidy-2495319463?refId=4ab2145e-e429-4cd6-843b-aa8a287a3316&trackingId=%2B1dr0OLndam36mIB3kY7HA%3D%3D&position=19&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Desidy,Desenvolvedor,Uberlândia. MG,Há 5 dias,25+ Applicants,Assistente,Tempo integral,Engenharia,Tecnologia da informação
https://br.linkedin.com/jobs/view/desenvolvedor-a-java-uberl%C3%A2ndia-at-everis-2373059038?refId=4ab2145e-e429-4cd6-843b-aa8a287a3316&trackingId=KEyRPhYxRYHU7Upm36BSxw%3D%3D&position=20&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,everis,Desenvolvedor (a) Java | Uberlândia,Uberlândia. MG,Há 4 meses,25+ Applicants,Não aplicável,Tempo integral,Engenharia,Tecnologia da informação
https://br.linkedin.com/jobs/view/analista-de-desenvolvimento-ti-at-hummanos-consultoria-em-rh-2481500036?refId=4ab2145e-e429-4cd6-843b-aa8a287a3316&trackingId=fR4KVIpidZ%2B3gVpjMh7aZg%3D%3D&position=21&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Hummanos Consultoria em RH,Analista de Desenvolvimento (TI),Uberlândia. MG,Há 2 semanas,25+ Applicants,Júnior,Tempo integral,Desenvolvimento de negócios,Vendas
